Model,Accuracy,Precision,Recall,F1,ROC_AUC,ConfusionMatrix,ClassificationReport
Enterprise Stacking Ensemble,0.9994008388256441,0.8674698795180723,0.7578947368421053,0.8089887640449438,0.9341067979475439,"[[56640, 11], [23, 72]]","{'0': {'precision': 0.9995940913823835, 'recall': 0.9998058286702795, 'f1-score': 0.9996999488147978, 'support': 56651.0}, '1': {'precision': 0.8674698795180723, 'recall': 0.7578947368421053, 'f1-score': 0.8089887640449438, 'support': 95.0}, 'accuracy': 0.9994008388256441, 'macro avg': {'precision': 0.933531985450228, 'recall': 0.8788502827561924, 'f1-score': 0.9043443564298708, 'support': 56746.0}, 'weighted avg': {'precision': 0.9993728986969588, 'recall': 0.9994008388256441, 'f1-score': 0.9993806741072743, 'support': 56746.0}}"
